pdb,chain,ligand,depth_from_own_mouth_A,radius_A
MexB_DDM_3_20260730,E,DDM x3,9.43,4.32
MexB_DDM_3_20260730,E,DDM x3,9.30,4.34
MexB_DDM_3_20260730,E,DDM x3,9.17,4.35
MexB_DDM_3_20260730,E,DDM x3,9.03,4.35
MexB_DDM_3_20260730,E,DDM x3,8.90,4.36
MexB_DDM_3_20260730,E,DDM x3,8.76,4.37
MexB_DDM_3_20260730,E,DDM x3,8.62,4.38
MexB_DDM_3_20260730,E,DDM x3,8.48,4.39
MexB_DDM_3_20260730,E,DDM x3,8.34,4.39
MexB_DDM_3_20260730,E,DDM x3,8.20,4.39
MexB_DDM_3_20260730,E,DDM x3,8.06,4.39
MexB_DDM_3_20260730,E,DDM x3,7.93,4.40
MexB_DDM_3_20260730,E,DDM x3,7.79,4.41
MexB_DDM_3_20260730,E,DDM x3,7.64,4.40
MexB_DDM_3_20260730,E,DDM x3,7.50,4.39
MexB_DDM_3_20260730,E,DDM x3,7.36,4.38
MexB_DDM_3_20260730,E,DDM x3,7.21,4.38
MexB_DDM_3_20260730,E,DDM x3,7.10,4.36
MexB_DDM_3_20260730,E,DDM x3,6.98,4.35
MexB_DDM_3_20260730,E,DDM x3,6.87,4.34
MexB_DDM_3_20260730,E,DDM x3,6.75,4.31
MexB_DDM_3_20260730,E,DDM x3,6.63,4.30
MexB_DDM_3_20260730,E,DDM x3,6.52,4.29
MexB_DDM_3_20260730,E,DDM x3,6.40,4.28
MexB_DDM_3_20260730,E,DDM x3,6.28,4.29
MexB_DDM_3_20260730,E,DDM x3,6.15,4.29
MexB_DDM_3_20260730,E,DDM x3,6.03,4.29
MexB_DDM_3_20260730,E,DDM x3,5.91,4.28
MexB_DDM_3_20260730,E,DDM x3,5.80,4.28
MexB_DDM_3_20260730,E,DDM x3,5.70,4.29
MexB_DDM_3_20260730,E,DDM x3,5.59,4.30
MexB_DDM_3_20260730,E,DDM x3,5.46,4.30
MexB_DDM_3_20260730,E,DDM x3,5.33,4.31
MexB_DDM_3_20260730,E,DDM x3,5.19,4.32
MexB_DDM_3_20260730,E,DDM x3,5.08,4.32
MexB_DDM_3_20260730,E,DDM x3,4.96,4.33
MexB_DDM_3_20260730,E,DDM x3,4.84,4.33
MexB_DDM_3_20260730,E,DDM x3,4.72,4.30
MexB_DDM_3_20260730,E,DDM x3,4.61,4.26
MexB_DDM_3_20260730,E,DDM x3,4.49,4.20
MexB_DDM_3_20260730,E,DDM x3,4.39,4.19
MexB_DDM_3_20260730,E,DDM x3,4.30,4.19
MexB_DDM_3_20260730,E,DDM x3,4.19,4.18
MexB_DDM_3_20260730,E,DDM x3,4.08,4.18
MexB_DDM_3_20260730,E,DDM x3,3.97,4.18
MexB_DDM_3_20260730,E,DDM x3,3.83,4.15
MexB_DDM_3_20260730,E,DDM x3,3.70,4.13
MexB_DDM_3_20260730,E,DDM x3,3.56,4.11
MexB_DDM_3_20260730,E,DDM x3,3.44,4.07
MexB_DDM_3_20260730,E,DDM x3,3.31,4.03
MexB_DDM_3_20260730,E,DDM x3,3.19,3.99
MexB_DDM_3_20260730,E,DDM x3,3.08,3.93
MexB_DDM_3_20260730,E,DDM x3,2.96,3.88
MexB_DDM_3_20260730,E,DDM x3,2.88,3.85
MexB_DDM_3_20260730,E,DDM x3,2.87,3.85
MexB_DDM_3_20260730,E,DDM x3,2.79,3.87
MexB_DDM_3_20260730,E,DDM x3,2.66,3.89
MexB_DDM_3_20260730,E,DDM x3,2.53,3.91
MexB_DDM_3_20260730,E,DDM x3,2.42,3.93
MexB_DDM_3_20260730,E,DDM x3,2.30,3.94
MexB_DDM_3_20260730,E,DDM x3,2.18,3.95
MexB_DDM_3_20260730,E,DDM x3,2.05,3.96
MexB_DDM_3_20260730,E,DDM x3,1.93,3.98
MexB_DDM_3_20260730,E,DDM x3,1.80,4.00
MexB_DDM_3_20260730,E,DDM x3,1.69,3.97
MexB_DDM_3_20260730,E,DDM x3,1.57,3.95
MexB_DDM_3_20260730,E,DDM x3,1.45,3.91
MexB_DDM_3_20260730,E,DDM x3,1.35,3.86
MexB_DDM_3_20260730,E,DDM x3,1.25,3.82
MexB_DDM_3_20260730,E,DDM x3,1.14,3.77
MexB_DDM_3_20260730,E,DDM x3,1.00,3.72
MexB_DDM_3_20260730,E,DDM x3,0.93,3.69
MexB_DDM_3_20260730,E,DDM x3,0.85,3.71
MexB_DDM_3_20260730,E,DDM x3,0.78,3.72
MexB_DDM_3_20260730,E,DDM x3,0.68,3.69
MexB_DDM_3_20260730,E,DDM x3,0.53,3.62
MexB_DDM_3_20260730,E,DDM x3,0.39,3.51
MexB_DDM_3_20260730,E,DDM x3,0.26,3.43
MexB_DDM_3_20260730,E,DDM x3,0.13,3.34
MexB_DDM_3_20260730,E,DDM x3,0.00,3.26
3W9J,B,EPI,72.13,1.48
3W9J,B,EPI,71.99,1.56
3W9J,B,EPI,71.86,1.65
3W9J,B,EPI,71.73,1.74
3W9J,B,EPI,71.60,1.83
3W9J,B,EPI,71.47,1.92
3W9J,B,EPI,71.34,2.02
3W9J,B,EPI,71.21,2.12
3W9J,B,EPI,71.07,2.22
3W9J,B,EPI,70.92,2.29
3W9J,B,EPI,70.78,2.37
3W9J,B,EPI,70.64,2.46
3W9J,B,EPI,70.50,2.54
3W9J,B,EPI,70.36,2.63
3W9J,B,EPI,70.22,2.67
3W9J,B,EPI,70.09,2.72
3W9J,B,EPI,69.96,2.77
3W9J,B,EPI,69.82,2.82
3W9J,B,EPI,69.69,2.88
3W9J,B,EPI,69.55,2.94
3W9J,B,EPI,69.42,2.94
3W9J,B,EPI,69.29,2.95
3W9J,B,EPI,69.16,2.96
3W9J,B,EPI,69.03,2.97
3W9J,B,EPI,68.90,2.99
3W9J,B,EPI,68.77,3.01
3W9J,B,EPI,68.63,2.99
3W9J,B,EPI,68.49,2.98
3W9J,B,EPI,68.35,2.97
3W9J,B,EPI,68.21,2.96
3W9J,B,EPI,68.07,2.96
3W9J,B,EPI,67.93,2.96
3W9J,B,EPI,67.79,2.96
3W9J,B,EPI,67.65,2.96
3W9J,B,EPI,67.50,2.96
3W9J,B,EPI,67.36,2.97
3W9J,B,EPI,67.22,2.98
3W9J,B,EPI,67.08,3.00
3W9J,B,EPI,66.95,3.02
3W9J,B,EPI,66.82,3.04
3W9J,B,EPI,66.69,3.06
3W9J,B,EPI,66.56,3.08
3W9J,B,EPI,66.43,3.11
3W9J,B,EPI,66.31,3.14
3W9J,B,EPI,66.18,3.17
3W9J,B,EPI,66.05,3.19
3W9J,B,EPI,65.92,3.22
3W9J,B,EPI,65.79,3.26
3W9J,B,EPI,65.66,3.29
3W9J,B,EPI,65.52,3.33
3W9J,B,EPI,65.39,3.34
3W9J,B,EPI,65.26,3.34
3W9J,B,EPI,65.13,3.35
3W9J,B,EPI,64.99,3.34
3W9J,B,EPI,64.86,3.33
3W9J,B,EPI,64.73,3.33
3W9J,B,EPI,64.61,3.32
3W9J,B,EPI,64.50,3.31
3W9J,B,EPI,64.38,3.30
3W9J,B,EPI,64.26,3.29
3W9J,B,EPI,64.14,3.28
3W9J,B,EPI,64.01,3.27
3W9J,B,EPI,63.89,3.26
3W9J,B,EPI,63.76,3.26
3W9J,B,EPI,63.64,3.26
3W9J,B,EPI,63.50,3.27
3W9J,B,EPI,63.35,3.27
3W9J,B,EPI,63.21,3.27
3W9J,B,EPI,63.07,3.27
3W9J,B,EPI,62.92,3.28
3W9J,B,EPI,62.80,3.27
3W9J,B,EPI,62.67,3.26
3W9J,B,EPI,62.54,3.26
3W9J,B,EPI,62.42,3.26
3W9J,B,EPI,62.29,3.26
3W9J,B,EPI,62.16,3.27
3W9J,B,EPI,62.03,3.25
3W9J,B,EPI,61.89,3.23
3W9J,B,EPI,61.76,3.22
3W9J,B,EPI,61.63,3.21
3W9J,B,EPI,61.49,3.21
3W9J,B,EPI,61.36,3.21
3W9J,B,EPI,61.21,3.18
3W9J,B,EPI,61.07,3.16
3W9J,B,EPI,60.92,3.14
3W9J,B,EPI,60.78,3.13
3W9J,B,EPI,60.63,3.12
3W9J,B,EPI,60.49,3.11
3W9J,B,EPI,60.35,3.10
3W9J,B,EPI,60.21,3.09
3W9J,B,EPI,60.07,3.08
3W9J,B,EPI,59.93,3.08
3W9J,B,EPI,59.80,3.08
3W9J,B,EPI,59.66,3.08
3W9J,B,EPI,59.52,3.09
3W9J,B,EPI,59.37,3.08
3W9J,B,EPI,59.23,3.07
3W9J,B,EPI,59.08,3.07
3W9J,B,EPI,58.93,3.07
3W9J,B,EPI,58.78,3.07
3W9J,B,EPI,58.64,3.08
3W9J,B,EPI,58.49,3.10
3W9J,B,EPI,58.36,3.09
3W9J,B,EPI,58.23,3.09
3W9J,B,EPI,58.10,3.09
3W9J,B,EPI,57.96,3.10
3W9J,B,EPI,57.83,3.11
3W9J,B,EPI,57.70,3.12
3W9J,B,EPI,57.57,3.14
3W9J,B,EPI,57.44,3.16
3W9J,B,EPI,57.29,3.16
3W9J,B,EPI,57.15,3.17
3W9J,B,EPI,57.00,3.18
3W9J,B,EPI,56.86,3.20
3W9J,B,EPI,56.72,3.22
3W9J,B,EPI,56.57,3.24
3W9J,B,EPI,56.43,3.27
3W9J,B,EPI,56.28,3.29
3W9J,B,EPI,56.14,3.31
3W9J,B,EPI,55.99,3.34
3W9J,B,EPI,55.85,3.37
3W9J,B,EPI,55.70,3.40
3W9J,B,EPI,55.55,3.44
3W9J,B,EPI,55.41,3.47
3W9J,B,EPI,55.27,3.51
3W9J,B,EPI,55.13,3.55
3W9J,B,EPI,54.99,3.57
3W9J,B,EPI,54.85,3.59
3W9J,B,EPI,54.72,3.61
3W9J,B,EPI,54.60,3.63
3W9J,B,EPI,54.48,3.66
3W9J,B,EPI,54.35,3.69
3W9J,B,EPI,54.23,3.72
3W9J,B,EPI,54.09,3.74
3W9J,B,EPI,53.96,3.76
3W9J,B,EPI,53.82,3.79
3W9J,B,EPI,53.69,3.82
3W9J,B,EPI,53.55,3.85
3W9J,B,EPI,53.41,3.86
3W9J,B,EPI,53.26,3.88
3W9J,B,EPI,53.12,3.89
3W9J,B,EPI,52.98,3.91
3W9J,B,EPI,52.83,3.94
3W9J,B,EPI,52.71,3.92
3W9J,B,EPI,52.58,3.90
3W9J,B,EPI,52.45,3.89
3W9J,B,EPI,52.33,3.88
3W9J,B,EPI,52.20,3.87
3W9J,B,EPI,52.07,3.83
3W9J,B,EPI,51.94,3.79
3W9J,B,EPI,51.81,3.75
3W9J,B,EPI,51.67,3.72
3W9J,B,EPI,51.54,3.68
3W9J,B,EPI,51.41,3.63
3W9J,B,EPI,51.27,3.57
3W9J,B,EPI,51.14,3.51
3W9J,B,EPI,51.00,3.45
3W9J,B,EPI,50.89,3.40
3W9J,B,EPI,50.78,3.36
3W9J,B,EPI,50.66,3.31
3W9J,B,EPI,50.52,3.30
3W9J,B,EPI,50.38,3.30
3W9J,B,EPI,50.27,3.32
3W9J,B,EPI,50.15,3.34
3W9J,B,EPI,50.04,3.37
3W9J,B,EPI,49.92,3.38
3W9J,B,EPI,49.80,3.40
3W9J,B,EPI,49.68,3.42
3W9J,B,EPI,49.54,3.45
3W9J,B,EPI,49.39,3.47
3W9J,B,EPI,49.31,3.48
3W9J,B,EPI,49.23,3.49
3W9J,B,EPI,49.15,3.48
3W9J,B,EPI,49.07,3.48
3W9J,B,EPI,48.93,3.49
3W9J,B,EPI,48.79,3.51
3W9J,B,EPI,48.66,3.54
3W9J,B,EPI,48.54,3.57
3W9J,B,EPI,48.41,3.60
3W9J,B,EPI,48.28,3.60
3W9J,B,EPI,48.15,3.59
3W9J,B,EPI,48.01,3.58
3W9J,B,EPI,47.88,3.58
3W9J,B,EPI,47.74,3.58
3W9J,B,EPI,47.60,3.58
3W9J,B,EPI,47.47,3.55
3W9J,B,EPI,47.33,3.52
3W9J,B,EPI,47.19,3.50
3W9J,B,EPI,47.05,3.48
3W9J,B,EPI,46.92,3.46
3W9J,B,EPI,46.78,3.45
3W9J,B,EPI,46.65,3.40
3W9J,B,EPI,46.52,3.36
3W9J,B,EPI,46.39,3.32
3W9J,B,EPI,46.25,3.28
3W9J,B,EPI,46.12,3.24
3W9J,B,EPI,45.99,3.21
3W9J,B,EPI,45.86,3.19
3W9J,B,EPI,45.73,3.14
3W9J,B,EPI,45.59,3.09
3W9J,B,EPI,45.46,3.04
3W9J,B,EPI,45.32,3.00
3W9J,B,EPI,45.18,2.97
3W9J,B,EPI,45.05,2.93
3W9J,B,EPI,44.91,2.90
3W9J,B,EPI,44.77,2.85
3W9J,B,EPI,44.62,2.80
3W9J,B,EPI,44.47,2.76
3W9J,B,EPI,44.32,2.72
3W9J,B,EPI,44.18,2.69
3W9J,B,EPI,44.03,2.66
3W9J,B,EPI,43.90,2.62
3W9J,B,EPI,43.76,2.58
3W9J,B,EPI,43.63,2.55
3W9J,B,EPI,43.49,2.52
3W9J,B,EPI,43.36,2.49
3W9J,B,EPI,43.23,2.44
3W9J,B,EPI,43.10,2.38
3W9J,B,EPI,42.97,2.31
3W9J,B,EPI,42.86,2.28
3W9J,B,EPI,42.76,2.24
3W9J,B,EPI,42.66,2.22
3W9J,B,EPI,42.53,2.19
3W9J,B,EPI,42.40,2.16
3W9J,B,EPI,42.27,2.14
3W9J,B,EPI,42.15,2.10
3W9J,B,EPI,42.03,2.07
3W9J,B,EPI,41.90,2.05
3W9J,B,EPI,41.78,2.02
3W9J,B,EPI,41.66,1.99
3W9J,B,EPI,41.53,1.96
3W9J,B,EPI,41.41,1.94
3W9J,B,EPI,41.29,1.91
3W9J,B,EPI,41.16,1.90
3W9J,B,EPI,41.03,1.88
3W9J,B,EPI,40.89,1.87
3W9J,B,EPI,40.76,1.86
3W9J,B,EPI,40.62,1.86
3W9J,B,EPI,40.48,1.86
3W9J,B,EPI,40.35,1.86
3W9J,B,EPI,40.21,1.87
3W9J,B,EPI,40.07,1.89
3W9J,B,EPI,39.93,1.90
3W9J,B,EPI,39.80,1.93
3W9J,B,EPI,39.67,1.93
3W9J,B,EPI,39.54,1.94
3W9J,B,EPI,39.42,1.95
3W9J,B,EPI,39.29,1.96
3W9J,B,EPI,39.16,1.99
3W9J,B,EPI,39.04,1.99
3W9J,B,EPI,38.91,1.98
3W9J,B,EPI,38.79,1.98
3W9J,B,EPI,38.67,1.98
3W9J,B,EPI,38.55,1.96
3W9J,B,EPI,38.42,1.94
3W9J,B,EPI,38.30,1.93
3W9J,B,EPI,38.18,1.92
3W9J,B,EPI,38.06,1.92
3W9J,B,EPI,37.94,1.91
3W9J,B,EPI,37.80,1.91
3W9J,B,EPI,37.66,1.90
3W9J,B,EPI,37.52,1.90
3W9J,B,EPI,37.39,1.91
3W9J,B,EPI,37.26,1.92
3W9J,B,EPI,37.14,1.93
3W9J,B,EPI,37.01,1.95
3W9J,B,EPI,36.89,1.98
3W9J,B,EPI,36.77,1.99
3W9J,B,EPI,36.66,2.00
3W9J,B,EPI,36.54,2.02
3W9J,B,EPI,36.42,2.04
3W9J,B,EPI,36.30,2.04
3W9J,B,EPI,36.19,2.04
3W9J,B,EPI,36.07,2.04
3W9J,B,EPI,35.95,2.04
3W9J,B,EPI,35.82,2.02
3W9J,B,EPI,35.68,2.00
3W9J,B,EPI,35.54,1.98
3W9J,B,EPI,35.41,1.97
3W9J,B,EPI,35.27,1.94
3W9J,B,EPI,35.14,1.92
3W9J,B,EPI,35.01,1.90
3W9J,B,EPI,34.87,1.89
3W9J,B,EPI,34.74,1.88
3W9J,B,EPI,34.61,1.86
3W9J,B,EPI,34.49,1.84
3W9J,B,EPI,34.36,1.83
3W9J,B,EPI,34.23,1.82
3W9J,B,EPI,34.11,1.82
3W9J,B,EPI,33.98,1.81
3W9J,B,EPI,33.85,1.81
3W9J,B,EPI,33.72,1.81
3W9J,B,EPI,33.59,1.81
3W9J,B,EPI,33.46,1.83
3W9J,B,EPI,33.34,1.83
3W9J,B,EPI,33.21,1.83
3W9J,B,EPI,33.08,1.84
3W9J,B,EPI,32.95,1.86
3W9J,B,EPI,32.82,1.88
3W9J,B,EPI,32.69,1.89
3W9J,B,EPI,32.56,1.90
3W9J,B,EPI,32.42,1.92
3W9J,B,EPI,32.29,1.95
3W9J,B,EPI,32.16,1.97
3W9J,B,EPI,32.02,1.99
3W9J,B,EPI,31.88,2.02
3W9J,B,EPI,31.74,2.05
3W9J,B,EPI,31.60,2.09
3W9J,B,EPI,31.46,2.12
3W9J,B,EPI,31.31,2.15
3W9J,B,EPI,31.17,2.16
3W9J,B,EPI,31.02,2.18
3W9J,B,EPI,30.87,2.20
3W9J,B,EPI,30.73,2.23
3W9J,B,EPI,30.60,2.24
3W9J,B,EPI,30.47,2.26
3W9J,B,EPI,30.34,2.28
3W9J,B,EPI,30.21,2.30
3W9J,B,EPI,30.08,2.32
3W9J,B,EPI,29.96,2.35
3W9J,B,EPI,29.82,2.37
3W9J,B,EPI,29.68,2.39
3W9J,B,EPI,29.54,2.41
3W9J,B,EPI,29.41,2.44
3W9J,B,EPI,29.27,2.47
3W9J,B,EPI,29.13,2.51
3W9J,B,EPI,29.00,2.52
3W9J,B,EPI,28.87,2.53
3W9J,B,EPI,28.74,2.55
3W9J,B,EPI,28.62,2.57
3W9J,B,EPI,28.49,2.59
3W9J,B,EPI,28.36,2.62
3W9J,B,EPI,28.23,2.65
3W9J,B,EPI,28.09,2.66
3W9J,B,EPI,27.95,2.67
3W9J,B,EPI,27.81,2.69
3W9J,B,EPI,27.67,2.71
3W9J,B,EPI,27.53,2.74
3W9J,B,EPI,27.39,2.77
3W9J,B,EPI,27.26,2.79
3W9J,B,EPI,27.12,2.81
3W9J,B,EPI,26.99,2.82
3W9J,B,EPI,26.85,2.83
3W9J,B,EPI,26.72,2.84
3W9J,B,EPI,26.58,2.86
3W9J,B,EPI,26.45,2.88
3W9J,B,EPI,26.31,2.91
3W9J,B,EPI,26.18,2.91
3W9J,B,EPI,26.04,2.92
3W9J,B,EPI,25.90,2.94
3W9J,B,EPI,25.77,2.95
3W9J,B,EPI,25.63,2.98
3W9J,B,EPI,25.49,3.00
3W9J,B,EPI,25.34,3.01
3W9J,B,EPI,25.19,3.02
3W9J,B,EPI,25.04,3.04
3W9J,B,EPI,24.89,3.06
3W9J,B,EPI,24.74,3.08
3W9J,B,EPI,24.60,3.10
3W9J,B,EPI,24.46,3.12
3W9J,B,EPI,24.32,3.14
3W9J,B,EPI,24.18,3.16
3W9J,B,EPI,24.03,3.19
3W9J,B,EPI,23.91,3.20
3W9J,B,EPI,23.78,3.20
3W9J,B,EPI,23.66,3.20
3W9J,B,EPI,23.53,3.20
3W9J,B,EPI,23.40,3.21
3W9J,B,EPI,23.28,3.22
3W9J,B,EPI,23.14,3.22
3W9J,B,EPI,23.00,3.21
3W9J,B,EPI,22.86,3.22
3W9J,B,EPI,22.72,3.22
3W9J,B,EPI,22.59,3.23
3W9J,B,EPI,22.45,3.25
3W9J,B,EPI,22.31,3.25
3W9J,B,EPI,22.17,3.26
3W9J,B,EPI,22.03,3.28
3W9J,B,EPI,21.89,3.29
3W9J,B,EPI,21.75,3.31
3W9J,B,EPI,21.61,3.34
3W9J,B,EPI,21.47,3.34
3W9J,B,EPI,21.32,3.34
3W9J,B,EPI,21.18,3.35
3W9J,B,EPI,21.04,3.37
3W9J,B,EPI,20.89,3.39
3W9J,B,EPI,20.75,3.39
3W9J,B,EPI,20.61,3.40
3W9J,B,EPI,20.47,3.41
3W9J,B,EPI,20.33,3.42
3W9J,B,EPI,20.20,3.43
3W9J,B,EPI,20.07,3.44
3W9J,B,EPI,19.94,3.45
3W9J,B,EPI,19.81,3.47
3W9J,B,EPI,19.69,3.49
3W9J,B,EPI,19.56,3.51
3W9J,B,EPI,19.44,3.53
3W9J,B,EPI,19.31,3.56
3W9J,B,EPI,19.19,3.59
3W9J,B,EPI,19.06,3.60
3W9J,B,EPI,18.94,3.62
3W9J,B,EPI,18.81,3.65
3W9J,B,EPI,18.68,3.67
3W9J,B,EPI,18.56,3.70
3W9J,B,EPI,18.43,3.74
3W9J,B,EPI,18.29,3.75
3W9J,B,EPI,18.14,3.76
3W9J,B,EPI,18.00,3.79
3W9J,B,EPI,17.86,3.81
3W9J,B,EPI,17.71,3.84
3W9J,B,EPI,17.57,3.87
3W9J,B,EPI,17.42,3.87
3W9J,B,EPI,17.27,3.87
3W9J,B,EPI,17.12,3.88
3W9J,B,EPI,16.98,3.89
3W9J,B,EPI,16.83,3.90
3W9J,B,EPI,16.68,3.92
3W9J,B,EPI,16.54,3.89
3W9J,B,EPI,16.39,3.86
3W9J,B,EPI,16.25,3.83
3W9J,B,EPI,16.10,3.81
3W9J,B,EPI,15.96,3.79
3W9J,B,EPI,15.81,3.77
3W9J,B,EPI,15.67,3.71
3W9J,B,EPI,15.52,3.66
3W9J,B,EPI,15.37,3.61
3W9J,B,EPI,15.23,3.56
3W9J,B,EPI,15.08,3.51
3W9J,B,EPI,14.94,3.47
3W9J,B,EPI,14.80,3.41
3W9J,B,EPI,14.67,3.34
3W9J,B,EPI,14.53,3.28
3W9J,B,EPI,14.39,3.23
3W9J,B,EPI,14.26,3.17
3W9J,B,EPI,14.12,3.11
3W9J,B,EPI,13.99,3.06
3W9J,B,EPI,13.87,3.02
3W9J,B,EPI,13.74,2.97
3W9J,B,EPI,13.61,2.93
3W9J,B,EPI,13.48,2.89
3W9J,B,EPI,13.36,2.85
3W9J,B,EPI,13.25,2.82
3W9J,B,EPI,13.13,2.80
3W9J,B,EPI,13.01,2.78
3W9J,B,EPI,12.88,2.75
3W9J,B,EPI,12.75,2.73
3W9J,B,EPI,12.62,2.71
3W9J,B,EPI,12.48,2.69
3W9J,B,EPI,12.33,2.67
3W9J,B,EPI,12.19,2.66
3W9J,B,EPI,12.05,2.63
3W9J,B,EPI,11.91,2.59
3W9J,B,EPI,11.77,2.56
3W9J,B,EPI,11.63,2.54
3W9J,B,EPI,11.50,2.48
3W9J,B,EPI,11.36,2.43
3W9J,B,EPI,11.23,2.39
3W9J,B,EPI,11.10,2.35
3W9J,B,EPI,10.97,2.31
3W9J,B,EPI,10.84,2.25
3W9J,B,EPI,10.71,2.20
3W9J,B,EPI,10.58,2.15
3W9J,B,EPI,10.45,2.11
3W9J,B,EPI,10.32,2.06
3W9J,B,EPI,10.19,2.02
3W9J,B,EPI,10.06,1.98
3W9J,B,EPI,9.92,1.94
3W9J,B,EPI,9.78,1.91
3W9J,B,EPI,9.64,1.89
3W9J,B,EPI,9.50,1.87
3W9J,B,EPI,9.36,1.85
3W9J,B,EPI,9.23,1.85
3W9J,B,EPI,9.10,1.86
3W9J,B,EPI,8.97,1.85
3W9J,B,EPI,8.84,1.86
3W9J,B,EPI,8.71,1.87
3W9J,B,EPI,8.58,1.88
3W9J,B,EPI,8.45,1.90
3W9J,B,EPI,8.32,1.91
3W9J,B,EPI,8.19,1.93
3W9J,B,EPI,8.05,1.95
3W9J,B,EPI,7.92,1.98
3W9J,B,EPI,7.78,2.01
3W9J,B,EPI,7.65,2.05
3W9J,B,EPI,7.52,2.09
3W9J,B,EPI,7.38,2.13
3W9J,B,EPI,7.25,2.18
3W9J,B,EPI,7.12,2.22
3W9J,B,EPI,6.99,2.25
3W9J,B,EPI,6.86,2.29
3W9J,B,EPI,6.73,2.33
3W9J,B,EPI,6.59,2.38
3W9J,B,EPI,6.47,2.40
3W9J,B,EPI,6.34,2.43
3W9J,B,EPI,6.21,2.46
3W9J,B,EPI,6.08,2.50
3W9J,B,EPI,5.95,2.54
3W9J,B,EPI,5.82,2.58
3W9J,B,EPI,5.69,2.63
3W9J,B,EPI,5.54,2.66
3W9J,B,EPI,5.39,2.69
3W9J,B,EPI,5.25,2.73
3W9J,B,EPI,5.10,2.77
3W9J,B,EPI,4.95,2.81
3W9J,B,EPI,4.81,2.86
3W9J,B,EPI,4.66,2.91
3W9J,B,EPI,4.51,2.96
3W9J,B,EPI,4.37,3.02
3W9J,B,EPI,4.22,3.08
3W9J,B,EPI,4.07,3.14
3W9J,B,EPI,3.93,3.21
3W9J,B,EPI,3.80,3.25
3W9J,B,EPI,3.67,3.29
3W9J,B,EPI,3.54,3.34
3W9J,B,EPI,3.41,3.38
3W9J,B,EPI,3.28,3.44
3W9J,B,EPI,3.15,3.49
3W9J,B,EPI,3.02,3.55
3W9J,B,EPI,2.88,3.58
3W9J,B,EPI,2.74,3.61
3W9J,B,EPI,2.60,3.65
3W9J,B,EPI,2.46,3.69
3W9J,B,EPI,2.33,3.71
3W9J,B,EPI,2.19,3.72
3W9J,B,EPI,2.05,3.75
3W9J,B,EPI,1.91,3.72
3W9J,B,EPI,1.77,3.70
3W9J,B,EPI,1.63,3.69
3W9J,B,EPI,1.49,3.67
3W9J,B,EPI,1.35,3.66
3W9J,B,EPI,1.21,3.66
3W9J,B,EPI,1.07,3.66
3W9J,B,EPI,0.94,3.62
3W9J,B,EPI,0.80,3.58
3W9J,B,EPI,0.67,3.55
3W9J,B,EPI,0.53,3.52
3W9J,B,EPI,0.40,3.49
3W9J,B,EPI,0.27,3.46
3W9J,B,EPI,0.13,3.42
3W9J,B,EPI,0.00,3.38
6IIA,B,LMNG,64.96,2.19
6IIA,B,LMNG,64.83,2.23
6IIA,B,LMNG,64.70,2.28
6IIA,B,LMNG,64.58,2.33
6IIA,B,LMNG,64.45,2.39
6IIA,B,LMNG,64.32,2.45
6IIA,B,LMNG,64.20,2.47
6IIA,B,LMNG,64.08,2.50
6IIA,B,LMNG,63.96,2.54
6IIA,B,LMNG,63.84,2.57
6IIA,B,LMNG,63.72,2.62
6IIA,B,LMNG,63.58,2.63
6IIA,B,LMNG,63.45,2.65
6IIA,B,LMNG,63.32,2.66
6IIA,B,LMNG,63.18,2.69
6IIA,B,LMNG,63.05,2.71
6IIA,B,LMNG,62.92,2.73
6IIA,B,LMNG,62.79,2.74
6IIA,B,LMNG,62.65,2.76
6IIA,B,LMNG,62.52,2.79
6IIA,B,LMNG,62.39,2.81
6IIA,B,LMNG,62.27,2.83
6IIA,B,LMNG,62.14,2.84
6IIA,B,LMNG,62.02,2.86
6IIA,B,LMNG,61.89,2.88
6IIA,B,LMNG,61.77,2.90
6IIA,B,LMNG,61.64,2.91
6IIA,B,LMNG,61.51,2.92
6IIA,B,LMNG,61.38,2.94
6IIA,B,LMNG,61.25,2.96
6IIA,B,LMNG,61.13,2.98
6IIA,B,LMNG,60.99,2.99
6IIA,B,LMNG,60.86,3.01
6IIA,B,LMNG,60.72,3.02
6IIA,B,LMNG,60.59,3.04
6IIA,B,LMNG,60.45,3.06
6IIA,B,LMNG,60.31,3.06
6IIA,B,LMNG,60.17,3.07
6IIA,B,LMNG,60.02,3.09
6IIA,B,LMNG,59.88,3.11
6IIA,B,LMNG,59.74,3.13
6IIA,B,LMNG,59.59,3.14
6IIA,B,LMNG,59.44,3.15
6IIA,B,LMNG,59.29,3.16
6IIA,B,LMNG,59.14,3.18
6IIA,B,LMNG,58.99,3.21
6IIA,B,LMNG,58.86,3.22
6IIA,B,LMNG,58.72,3.24
6IIA,B,LMNG,58.59,3.26
6IIA,B,LMNG,58.45,3.28
6IIA,B,LMNG,58.32,3.31
6IIA,B,LMNG,58.18,3.33
6IIA,B,LMNG,58.04,3.35
6IIA,B,LMNG,57.90,3.37
6IIA,B,LMNG,57.77,3.40
6IIA,B,LMNG,57.62,3.42
6IIA,B,LMNG,57.48,3.45
6IIA,B,LMNG,57.33,3.46
6IIA,B,LMNG,57.19,3.49
6IIA,B,LMNG,57.04,3.52
6IIA,B,LMNG,56.90,3.55
6IIA,B,LMNG,56.77,3.58
6IIA,B,LMNG,56.64,3.61
6IIA,B,LMNG,56.51,3.64
6IIA,B,LMNG,56.38,3.68
