pdb,chain,ligand,depth_from_own_mouth_A,radius_A
6IIA,B,LMNG,56.25,3.70
6IIA,B,LMNG,56.11,3.71
6IIA,B,LMNG,55.98,3.74
6IIA,B,LMNG,55.84,3.76
6IIA,B,LMNG,55.69,3.76
6IIA,B,LMNG,55.55,3.76
6IIA,B,LMNG,55.40,3.77
6IIA,B,LMNG,55.29,3.75
6IIA,B,LMNG,55.18,3.73
6IIA,B,LMNG,55.07,3.71
6IIA,B,LMNG,54.94,3.72
6IIA,B,LMNG,54.80,3.73
6IIA,B,LMNG,54.68,3.76
6IIA,B,LMNG,54.56,3.79
6IIA,B,LMNG,54.44,3.82
6IIA,B,LMNG,54.31,3.86
6IIA,B,LMNG,54.19,3.90
6IIA,B,LMNG,54.06,3.94
6IIA,B,LMNG,53.94,3.99
6IIA,B,LMNG,53.80,4.03
6IIA,B,LMNG,53.66,4.07
6IIA,B,LMNG,53.52,4.11
6IIA,B,LMNG,53.38,4.15
6IIA,B,LMNG,53.25,4.17
6IIA,B,LMNG,53.12,4.20
6IIA,B,LMNG,52.99,4.22
6IIA,B,LMNG,52.87,4.25
6IIA,B,LMNG,52.74,4.28
6IIA,B,LMNG,52.59,4.28
6IIA,B,LMNG,52.44,4.29
6IIA,B,LMNG,52.30,4.31
6IIA,B,LMNG,52.15,4.32
6IIA,B,LMNG,52.00,4.34
6IIA,B,LMNG,51.85,4.35
6IIA,B,LMNG,51.71,4.32
6IIA,B,LMNG,51.56,4.30
6IIA,B,LMNG,51.42,4.28
6IIA,B,LMNG,51.27,4.26
6IIA,B,LMNG,51.15,4.24
6IIA,B,LMNG,51.03,4.22
6IIA,B,LMNG,50.91,4.20
6IIA,B,LMNG,50.79,4.18
6IIA,B,LMNG,50.67,4.16
6IIA,B,LMNG,50.54,4.15
6IIA,B,LMNG,50.42,4.14
6IIA,B,LMNG,50.30,4.12
6IIA,B,LMNG,50.17,4.10
6IIA,B,LMNG,50.02,4.12
6IIA,B,LMNG,49.91,4.15
6IIA,B,LMNG,49.80,4.18
6IIA,B,LMNG,49.68,4.21
6IIA,B,LMNG,49.55,4.22
6IIA,B,LMNG,49.40,4.23
6IIA,B,LMNG,49.26,4.24
6IIA,B,LMNG,49.13,4.25
6IIA,B,LMNG,49.00,4.27
6IIA,B,LMNG,48.87,4.29
6IIA,B,LMNG,48.72,4.29
6IIA,B,LMNG,48.57,4.28
6IIA,B,LMNG,48.42,4.28
6IIA,B,LMNG,48.27,4.29
6IIA,B,LMNG,48.13,4.30
6IIA,B,LMNG,47.98,4.32
6IIA,B,LMNG,47.83,4.35
6IIA,B,LMNG,47.71,4.34
6IIA,B,LMNG,47.58,4.33
6IIA,B,LMNG,47.45,4.33
6IIA,B,LMNG,47.32,4.33
6IIA,B,LMNG,47.19,4.33
6IIA,B,LMNG,47.06,4.34
6IIA,B,LMNG,46.91,4.31
6IIA,B,LMNG,46.77,4.28
6IIA,B,LMNG,46.62,4.26
6IIA,B,LMNG,46.47,4.24
6IIA,B,LMNG,46.32,4.23
6IIA,B,LMNG,46.17,4.21
6IIA,B,LMNG,46.04,4.18
6IIA,B,LMNG,45.90,4.15
6IIA,B,LMNG,45.76,4.13
6IIA,B,LMNG,45.63,4.10
6IIA,B,LMNG,45.49,4.08
6IIA,B,LMNG,45.35,4.04
6IIA,B,LMNG,45.21,4.00
6IIA,B,LMNG,45.06,3.96
6IIA,B,LMNG,44.91,3.92
6IIA,B,LMNG,44.76,3.89
6IIA,B,LMNG,44.63,3.85
6IIA,B,LMNG,44.50,3.81
6IIA,B,LMNG,44.44,3.80
6IIA,B,LMNG,44.34,3.79
6IIA,B,LMNG,44.25,3.77
6IIA,B,LMNG,44.11,3.74
6IIA,B,LMNG,43.97,3.71
6IIA,B,LMNG,43.83,3.68
6IIA,B,LMNG,43.70,3.66
6IIA,B,LMNG,43.56,3.64
6IIA,B,LMNG,43.42,3.61
6IIA,B,LMNG,43.29,3.58
6IIA,B,LMNG,43.15,3.56
6IIA,B,LMNG,43.01,3.53
6IIA,B,LMNG,42.88,3.51
6IIA,B,LMNG,42.75,3.49
6IIA,B,LMNG,42.61,3.47
6IIA,B,LMNG,42.48,3.46
6IIA,B,LMNG,42.34,3.45
6IIA,B,LMNG,42.21,3.45
6IIA,B,LMNG,42.08,3.44
6IIA,B,LMNG,41.95,3.43
6IIA,B,LMNG,41.82,3.42
6IIA,B,LMNG,41.69,3.42
6IIA,B,LMNG,41.56,3.42
6IIA,B,LMNG,41.42,3.42
6IIA,B,LMNG,41.27,3.43
6IIA,B,LMNG,41.13,3.44
6IIA,B,LMNG,40.99,3.44
6IIA,B,LMNG,40.84,3.44
6IIA,B,LMNG,40.71,3.44
6IIA,B,LMNG,40.58,3.44
6IIA,B,LMNG,40.45,3.44
6IIA,B,LMNG,40.32,3.44
6IIA,B,LMNG,40.19,3.45
6IIA,B,LMNG,40.07,3.44
6IIA,B,LMNG,39.94,3.43
6IIA,B,LMNG,39.82,3.42
6IIA,B,LMNG,39.69,3.41
6IIA,B,LMNG,39.57,3.41
6IIA,B,LMNG,39.45,3.39
6IIA,B,LMNG,39.32,3.37
6IIA,B,LMNG,39.20,3.35
6IIA,B,LMNG,39.08,3.32
6IIA,B,LMNG,38.95,3.28
6IIA,B,LMNG,38.81,3.24
6IIA,B,LMNG,38.66,3.20
6IIA,B,LMNG,38.51,3.17
6IIA,B,LMNG,38.36,3.14
6IIA,B,LMNG,38.24,3.11
6IIA,B,LMNG,38.12,3.08
6IIA,B,LMNG,38.00,3.05
6IIA,B,LMNG,37.88,3.03
6IIA,B,LMNG,37.76,3.01
6IIA,B,LMNG,37.61,2.99
6IIA,B,LMNG,37.47,2.98
6IIA,B,LMNG,37.33,2.96
6IIA,B,LMNG,37.19,2.96
6IIA,B,LMNG,37.05,2.94
6IIA,B,LMNG,36.92,2.94
6IIA,B,LMNG,36.78,2.93
6IIA,B,LMNG,36.65,2.93
6IIA,B,LMNG,36.52,2.92
6IIA,B,LMNG,36.38,2.92
6IIA,B,LMNG,36.25,2.92
6IIA,B,LMNG,36.11,2.92
6IIA,B,LMNG,35.97,2.92
6IIA,B,LMNG,35.83,2.93
6IIA,B,LMNG,35.69,2.94
6IIA,B,LMNG,35.55,2.96
6IIA,B,LMNG,35.40,2.98
6IIA,B,LMNG,35.25,3.00
6IIA,B,LMNG,35.10,3.03
6IIA,B,LMNG,34.95,3.06
6IIA,B,LMNG,34.81,3.09
6IIA,B,LMNG,34.66,3.14
6IIA,B,LMNG,34.52,3.18
6IIA,B,LMNG,34.38,3.23
6IIA,B,LMNG,34.25,3.28
6IIA,B,LMNG,34.12,3.33
6IIA,B,LMNG,33.99,3.38
6IIA,B,LMNG,33.87,3.43
6IIA,B,LMNG,33.72,3.48
6IIA,B,LMNG,33.58,3.54
6IIA,B,LMNG,33.44,3.60
6IIA,B,LMNG,33.32,3.65
6IIA,B,LMNG,33.19,3.68
6IIA,B,LMNG,33.07,3.69
6IIA,B,LMNG,32.96,3.70
6IIA,B,LMNG,32.85,3.71
6IIA,B,LMNG,32.74,3.72
6IIA,B,LMNG,32.62,3.71
6IIA,B,LMNG,32.51,3.71
6IIA,B,LMNG,32.39,3.71
6IIA,B,LMNG,32.28,3.71
6IIA,B,LMNG,32.16,3.71
6IIA,B,LMNG,32.05,3.71
6IIA,B,LMNG,31.94,3.71
6IIA,B,LMNG,31.81,3.72
6IIA,B,LMNG,31.69,3.73
6IIA,B,LMNG,31.57,3.74
6IIA,B,LMNG,31.45,3.75
6IIA,B,LMNG,31.33,3.76
6IIA,B,LMNG,31.19,3.78
6IIA,B,LMNG,31.05,3.79
6IIA,B,LMNG,30.92,3.81
6IIA,B,LMNG,30.78,3.83
6IIA,B,LMNG,30.64,3.85
6IIA,B,LMNG,30.51,3.87
6IIA,B,LMNG,30.38,3.88
6IIA,B,LMNG,30.25,3.90
6IIA,B,LMNG,30.11,3.92
6IIA,B,LMNG,29.98,3.94
6IIA,B,LMNG,29.85,3.97
6IIA,B,LMNG,29.71,3.98
6IIA,B,LMNG,29.58,3.99
6IIA,B,LMNG,29.44,4.00
6IIA,B,LMNG,29.30,4.02
6IIA,B,LMNG,29.17,4.04
6IIA,B,LMNG,29.03,4.05
6IIA,B,LMNG,28.90,4.05
6IIA,B,LMNG,28.76,4.04
6IIA,B,LMNG,28.62,4.04
6IIA,B,LMNG,28.48,4.05
6IIA,B,LMNG,28.34,4.05
6IIA,B,LMNG,28.20,4.06
6IIA,B,LMNG,28.07,4.07
6IIA,B,LMNG,27.93,4.08
6IIA,B,LMNG,27.79,4.09
6IIA,B,LMNG,27.65,4.09
6IIA,B,LMNG,27.51,4.09
6IIA,B,LMNG,27.37,4.09
6IIA,B,LMNG,27.24,4.10
6IIA,B,LMNG,27.10,4.11
6IIA,B,LMNG,26.96,4.13
6IIA,B,LMNG,26.83,4.13
6IIA,B,LMNG,26.69,4.14
6IIA,B,LMNG,26.56,4.14
6IIA,B,LMNG,26.42,4.16
6IIA,B,LMNG,26.29,4.17
6IIA,B,LMNG,26.15,4.17
6IIA,B,LMNG,26.02,4.18
6IIA,B,LMNG,25.88,4.17
6IIA,B,LMNG,25.73,4.16
6IIA,B,LMNG,25.59,4.16
6IIA,B,LMNG,25.45,4.16
6IIA,B,LMNG,25.31,4.17
6IIA,B,LMNG,25.17,4.18
6IIA,B,LMNG,25.02,4.18
6IIA,B,LMNG,24.87,4.18
6IIA,B,LMNG,24.72,4.19
6IIA,B,LMNG,24.57,4.21
6IIA,B,LMNG,24.42,4.22
6IIA,B,LMNG,24.28,4.24
6IIA,B,LMNG,24.14,4.26
6IIA,B,LMNG,24.00,4.28
6IIA,B,LMNG,23.87,4.31
6IIA,B,LMNG,23.73,4.34
6IIA,B,LMNG,23.58,4.37
6IIA,B,LMNG,23.44,4.41
6IIA,B,LMNG,23.30,4.45
6IIA,B,LMNG,23.15,4.49
6IIA,B,LMNG,23.01,4.50
6IIA,B,LMNG,22.88,4.46
6IIA,B,LMNG,22.75,4.42
6IIA,B,LMNG,22.63,4.39
6IIA,B,LMNG,22.50,4.36
6IIA,B,LMNG,22.37,4.33
6IIA,B,LMNG,22.24,4.31
6IIA,B,LMNG,22.10,4.25
6IIA,B,LMNG,21.97,4.20
6IIA,B,LMNG,21.83,4.15
6IIA,B,LMNG,21.69,4.10
6IIA,B,LMNG,21.55,4.06
6IIA,B,LMNG,21.42,4.02
6IIA,B,LMNG,21.28,3.95
6IIA,B,LMNG,21.15,3.89
6IIA,B,LMNG,21.02,3.83
6IIA,B,LMNG,20.89,3.77
6IIA,B,LMNG,20.75,3.72
6IIA,B,LMNG,20.62,3.66
6IIA,B,LMNG,20.49,3.60
6IIA,B,LMNG,20.36,3.54
6IIA,B,LMNG,20.23,3.48
6IIA,B,LMNG,20.10,3.43
6IIA,B,LMNG,19.97,3.37
6IIA,B,LMNG,19.83,3.31
6IIA,B,LMNG,19.69,3.25
6IIA,B,LMNG,19.55,3.20
6IIA,B,LMNG,19.45,3.16
6IIA,B,LMNG,19.35,3.13
6IIA,B,LMNG,19.33,3.11
6IIA,B,LMNG,19.19,3.17
6IIA,B,LMNG,19.04,3.23
6IIA,B,LMNG,18.89,3.29
6IIA,B,LMNG,18.77,3.34
6IIA,B,LMNG,18.65,3.39
6IIA,B,LMNG,18.52,3.44
6IIA,B,LMNG,18.40,3.50
6IIA,B,LMNG,18.27,3.55
6IIA,B,LMNG,18.14,3.59
6IIA,B,LMNG,18.01,3.64
6IIA,B,LMNG,17.88,3.69
6IIA,B,LMNG,17.75,3.74
6IIA,B,LMNG,17.61,3.76
6IIA,B,LMNG,17.48,3.78
6IIA,B,LMNG,17.35,3.81
6IIA,B,LMNG,17.21,3.84
6IIA,B,LMNG,17.08,3.87
6IIA,B,LMNG,16.95,3.88
6IIA,B,LMNG,16.82,3.88
6IIA,B,LMNG,16.68,3.88
6IIA,B,LMNG,16.55,3.88
6IIA,B,LMNG,16.42,3.89
6IIA,B,LMNG,16.28,3.89
6IIA,B,LMNG,16.15,3.91
6IIA,B,LMNG,16.02,3.92
6IIA,B,LMNG,15.87,3.91
6IIA,B,LMNG,15.73,3.90
6IIA,B,LMNG,15.59,3.90
6IIA,B,LMNG,15.45,3.90
6IIA,B,LMNG,15.30,3.90
6IIA,B,LMNG,15.16,3.91
6IIA,B,LMNG,15.02,3.92
6IIA,B,LMNG,14.88,3.91
6IIA,B,LMNG,14.73,3.90
6IIA,B,LMNG,14.59,3.89
6IIA,B,LMNG,14.45,3.89
6IIA,B,LMNG,14.30,3.89
6IIA,B,LMNG,14.16,3.90
6IIA,B,LMNG,14.01,3.91
6IIA,B,LMNG,13.88,3.90
6IIA,B,LMNG,13.74,3.90
6IIA,B,LMNG,13.61,3.89
6IIA,B,LMNG,13.47,3.90
6IIA,B,LMNG,13.33,3.90
6IIA,B,LMNG,13.20,3.91
6IIA,B,LMNG,13.06,3.92
6IIA,B,LMNG,12.92,3.92
6IIA,B,LMNG,12.77,3.92
6IIA,B,LMNG,12.63,3.92
6IIA,B,LMNG,12.48,3.93
6IIA,B,LMNG,12.34,3.94
6IIA,B,LMNG,12.20,3.95
6IIA,B,LMNG,12.07,3.95
6IIA,B,LMNG,11.94,3.96
6IIA,B,LMNG,11.81,3.96
6IIA,B,LMNG,11.68,3.97
6IIA,B,LMNG,11.55,3.98
6IIA,B,LMNG,11.42,4.00
6IIA,B,LMNG,11.28,4.01
6IIA,B,LMNG,11.14,4.02
6IIA,B,LMNG,11.00,4.04
6IIA,B,LMNG,10.86,4.06
6IIA,B,LMNG,10.71,4.08
6IIA,B,LMNG,10.57,4.10
6IIA,B,LMNG,10.43,4.11
6IIA,B,LMNG,10.29,4.13
6IIA,B,LMNG,10.15,4.14
6IIA,B,LMNG,10.01,4.16
6IIA,B,LMNG,9.88,4.17
6IIA,B,LMNG,9.76,4.19
6IIA,B,LMNG,9.63,4.21
6IIA,B,LMNG,9.50,4.22
6IIA,B,LMNG,9.38,4.23
6IIA,B,LMNG,9.25,4.24
6IIA,B,LMNG,9.11,4.23
6IIA,B,LMNG,8.98,4.22
6IIA,B,LMNG,8.84,4.22
6IIA,B,LMNG,8.71,4.22
6IIA,B,LMNG,8.57,4.22
6IIA,B,LMNG,8.44,4.23
6IIA,B,LMNG,8.29,4.21
6IIA,B,LMNG,8.15,4.19
6IIA,B,LMNG,8.01,4.17
6IIA,B,LMNG,7.87,4.16
6IIA,B,LMNG,7.73,4.15
6IIA,B,LMNG,7.58,4.15
6IIA,B,LMNG,7.44,4.11
6IIA,B,LMNG,7.29,4.08
6IIA,B,LMNG,7.15,4.05
6IIA,B,LMNG,7.01,4.02
6IIA,B,LMNG,6.86,4.00
6IIA,B,LMNG,6.72,3.98
6IIA,B,LMNG,6.58,3.95
6IIA,B,LMNG,6.44,3.93
6IIA,B,LMNG,6.31,3.90
6IIA,B,LMNG,6.17,3.88
6IIA,B,LMNG,6.03,3.86
6IIA,B,LMNG,5.90,3.85
6IIA,B,LMNG,5.75,3.83
6IIA,B,LMNG,5.60,3.82
6IIA,B,LMNG,5.45,3.81
6IIA,B,LMNG,5.30,3.80
6IIA,B,LMNG,5.15,3.80
6IIA,B,LMNG,5.02,3.79
6IIA,B,LMNG,4.88,3.80
6IIA,B,LMNG,4.75,3.80
6IIA,B,LMNG,4.61,3.81
6IIA,B,LMNG,4.48,3.82
6IIA,B,LMNG,4.35,3.83
6IIA,B,LMNG,4.22,3.85
6IIA,B,LMNG,4.09,3.87
6IIA,B,LMNG,3.97,3.89
6IIA,B,LMNG,3.84,3.91
6IIA,B,LMNG,3.71,3.93
6IIA,B,LMNG,3.58,3.95
6IIA,B,LMNG,3.45,3.98
6IIA,B,LMNG,3.32,4.01
6IIA,B,LMNG,3.19,4.04
6IIA,B,LMNG,3.05,4.07
6IIA,B,LMNG,2.91,4.10
6IIA,B,LMNG,2.77,4.12
6IIA,B,LMNG,2.63,4.12
6IIA,B,LMNG,2.49,4.13
6IIA,B,LMNG,2.36,4.12
6IIA,B,LMNG,2.23,4.11
6IIA,B,LMNG,2.10,4.10
6IIA,B,LMNG,1.98,4.09
6IIA,B,LMNG,1.85,4.09
6IIA,B,LMNG,1.72,4.09
6IIA,B,LMNG,1.59,4.03
6IIA,B,LMNG,1.46,3.97
6IIA,B,LMNG,1.32,3.91
6IIA,B,LMNG,1.19,3.86
6IIA,B,LMNG,1.06,3.81
6IIA,B,LMNG,0.93,3.77
6IIA,B,LMNG,0.79,3.69
6IIA,B,LMNG,0.66,3.62
6IIA,B,LMNG,0.53,3.55
6IIA,B,LMNG,0.40,3.48
6IIA,B,LMNG,0.26,3.40
6IIA,B,LMNG,0.13,3.33
6IIA,B,LMNG,0.00,3.25
