pdb,chain,ligand,depth_from_ligand_A,radius_A,enclosure_atoms_12A,kept
6IIA,B,LMNG,41.09,4.31,186,no
6IIA,B,LMNG,41.23,4.34,185,no
6IIA,B,LMNG,41.37,4.37,183,no
6IIA,B,LMNG,41.52,4.41,183,no
6IIA,B,LMNG,41.66,4.45,184,no
6IIA,B,LMNG,41.80,4.49,183,no
6IIA,B,LMNG,41.95,4.50,179,no
6IIA,B,LMNG,42.07,4.46,179,no
6IIA,B,LMNG,42.20,4.42,177,no
6IIA,B,LMNG,42.33,4.39,178,no
6IIA,B,LMNG,42.46,4.36,180,no
6IIA,B,LMNG,42.59,4.33,178,no
6IIA,B,LMNG,42.71,4.31,177,no
6IIA,B,LMNG,42.85,4.25,176,no
6IIA,B,LMNG,42.99,4.20,176,no
6IIA,B,LMNG,43.13,4.15,176,no
6IIA,B,LMNG,43.26,4.10,177,no
6IIA,B,LMNG,43.40,4.06,176,no
6IIA,B,LMNG,43.54,4.02,177,no
6IIA,B,LMNG,43.67,3.95,175,no
6IIA,B,LMNG,43.80,3.89,177,no
6IIA,B,LMNG,43.94,3.83,176,no
6IIA,B,LMNG,44.07,3.77,177,no
6IIA,B,LMNG,44.20,3.72,178,no
6IIA,B,LMNG,44.34,3.66,177,no
6IIA,B,LMNG,44.47,3.60,181,no
6IIA,B,LMNG,44.59,3.54,182,no
6IIA,B,LMNG,44.72,3.48,183,no
6IIA,B,LMNG,44.85,3.43,184,no
6IIA,B,LMNG,44.98,3.37,184,no
6IIA,B,LMNG,45.12,3.31,185,no
6IIA,B,LMNG,45.26,3.25,189,no
6IIA,B,LMNG,45.40,3.20,193,no
6IIA,B,LMNG,45.51,3.16,193,no
6IIA,B,LMNG,45.61,3.13,194,no
6IIA,B,LMNG,45.63,3.11,194,no
6IIA,B,LMNG,45.76,3.17,193,no
6IIA,B,LMNG,45.91,3.23,190,no
6IIA,B,LMNG,46.06,3.29,185,no
6IIA,B,LMNG,46.19,3.34,184,no
6IIA,B,LMNG,46.31,3.39,184,no
6IIA,B,LMNG,46.43,3.44,184,no
6IIA,B,LMNG,46.56,3.50,183,no
6IIA,B,LMNG,46.69,3.55,182,no
6IIA,B,LMNG,46.82,3.59,178,no
6IIA,B,LMNG,46.95,3.64,177,no
6IIA,B,LMNG,47.08,3.69,176,no
6IIA,B,LMNG,47.21,3.74,175,no
6IIA,B,LMNG,47.34,3.76,175,no
6IIA,B,LMNG,47.48,3.78,173,no
6IIA,B,LMNG,47.61,3.81,172,no
6IIA,B,LMNG,47.74,3.84,171,no
6IIA,B,LMNG,47.88,3.87,171,no
6IIA,B,LMNG,48.01,3.88,169,no
6IIA,B,LMNG,48.14,3.88,168,no
6IIA,B,LMNG,48.27,3.88,164,no
6IIA,B,LMNG,48.41,3.88,163,no
6IIA,B,LMNG,48.54,3.89,160,no
6IIA,B,LMNG,48.67,3.89,159,no
6IIA,B,LMNG,48.81,3.91,155,no
6IIA,B,LMNG,48.94,3.92,154,no
6IIA,B,LMNG,49.08,3.91,150,no
6IIA,B,LMNG,49.22,3.90,149,no
6IIA,B,LMNG,49.37,3.90,146,no
6IIA,B,LMNG,49.51,3.90,142,no
6IIA,B,LMNG,49.65,3.90,139,no
6IIA,B,LMNG,49.79,3.91,138,no
6IIA,B,LMNG,49.94,3.92,130,no
6IIA,B,LMNG,50.08,3.91,130,no
6IIA,B,LMNG,50.22,3.90,128,no
6IIA,B,LMNG,50.37,3.89,128,no
6IIA,B,LMNG,50.51,3.89,126,no
6IIA,B,LMNG,50.65,3.89,127,no
6IIA,B,LMNG,50.80,3.90,124,no
6IIA,B,LMNG,50.94,3.91,123,no
6IIA,B,LMNG,51.08,3.90,121,no
6IIA,B,LMNG,51.21,3.90,118,no
6IIA,B,LMNG,51.35,3.89,120,no
6IIA,B,LMNG,51.49,3.90,117,no
6IIA,B,LMNG,51.62,3.90,115,no
6IIA,B,LMNG,51.76,3.91,114,no
6IIA,B,LMNG,51.89,3.92,114,no
6IIA,B,LMNG,52.04,3.92,114,no
6IIA,B,LMNG,52.18,3.92,114,no
6IIA,B,LMNG,52.33,3.92,115,no
6IIA,B,LMNG,52.47,3.93,116,no
6IIA,B,LMNG,52.62,3.94,115,no
6IIA,B,LMNG,52.76,3.95,115,no
6IIA,B,LMNG,52.89,3.95,115,no
6IIA,B,LMNG,53.02,3.96,113,no
6IIA,B,LMNG,53.15,3.96,111,no
6IIA,B,LMNG,53.27,3.97,108,no
6IIA,B,LMNG,53.40,3.98,106,no
6IIA,B,LMNG,53.53,4.00,107,no
6IIA,B,LMNG,53.67,4.01,104,no
6IIA,B,LMNG,53.82,4.02,106,no
6IIA,B,LMNG,53.96,4.04,104,no
6IIA,B,LMNG,54.10,4.06,102,no
6IIA,B,LMNG,54.24,4.08,103,no
6IIA,B,LMNG,54.38,4.10,102,no
6IIA,B,LMNG,54.52,4.11,99,no
6IIA,B,LMNG,54.66,4.13,101,no
6IIA,B,LMNG,54.80,4.14,100,no
6IIA,B,LMNG,54.94,4.16,101,no
6IIA,B,LMNG,55.07,4.17,100,no
6IIA,B,LMNG,55.20,4.19,99,no
6IIA,B,LMNG,55.32,4.21,97,no
6IIA,B,LMNG,55.45,4.22,98,no
6IIA,B,LMNG,55.58,4.23,98,no
6IIA,B,LMNG,55.71,4.24,98,no
6IIA,B,LMNG,55.84,4.23,97,no
6IIA,B,LMNG,55.98,4.22,96,no
6IIA,B,LMNG,56.11,4.22,98,no
6IIA,B,LMNG,56.25,4.22,98,no
6IIA,B,LMNG,56.38,4.22,96,no
6IIA,B,LMNG,56.52,4.23,97,no
6IIA,B,LMNG,56.66,4.21,97,no
6IIA,B,LMNG,56.80,4.19,98,no
6IIA,B,LMNG,56.95,4.17,98,no
6IIA,B,LMNG,57.09,4.16,100,no
6IIA,B,LMNG,57.23,4.15,101,no
6IIA,B,LMNG,57.37,4.15,101,no
6IIA,B,LMNG,57.52,4.11,100,no
6IIA,B,LMNG,57.66,4.08,101,no
6IIA,B,LMNG,57.81,4.05,100,no
6IIA,B,LMNG,57.95,4.02,101,no
6IIA,B,LMNG,58.10,4.00,102,no
6IIA,B,LMNG,58.24,3.98,101,no
6IIA,B,LMNG,58.38,3.95,100,no
6IIA,B,LMNG,58.51,3.93,100,no
6IIA,B,LMNG,58.65,3.90,100,no
6IIA,B,LMNG,58.79,3.88,98,no
6IIA,B,LMNG,58.92,3.86,101,no
6IIA,B,LMNG,59.06,3.85,101,no
6IIA,B,LMNG,59.21,3.83,103,no
6IIA,B,LMNG,59.36,3.82,104,no
6IIA,B,LMNG,59.50,3.81,103,no
6IIA,B,LMNG,59.65,3.80,104,no
6IIA,B,LMNG,59.80,3.80,103,no
6IIA,B,LMNG,59.94,3.79,102,no
6IIA,B,LMNG,60.07,3.80,100,no
6IIA,B,LMNG,60.21,3.80,99,no
6IIA,B,LMNG,60.34,3.81,99,no
6IIA,B,LMNG,60.48,3.82,98,no
6IIA,B,LMNG,60.61,3.83,97,no
6IIA,B,LMNG,60.73,3.85,98,no
6IIA,B,LMNG,60.86,3.87,99,no
6IIA,B,LMNG,60.99,3.89,98,no
6IIA,B,LMNG,61.12,3.91,98,no
6IIA,B,LMNG,61.25,3.93,98,no
6IIA,B,LMNG,61.38,3.95,99,no
6IIA,B,LMNG,61.50,3.98,99,no
6IIA,B,LMNG,61.63,4.01,99,no
6IIA,B,LMNG,61.76,4.04,97,no
6IIA,B,LMNG,61.90,4.07,96,no
6IIA,B,LMNG,62.04,4.10,96,no
6IIA,B,LMNG,62.19,4.12,96,no
6IIA,B,LMNG,62.33,4.12,97,no
6IIA,B,LMNG,62.47,4.13,97,no
6IIA,B,LMNG,62.60,4.12,97,no
6IIA,B,LMNG,62.72,4.11,97,no
6IIA,B,LMNG,62.85,4.10,99,no
6IIA,B,LMNG,62.98,4.09,98,no
6IIA,B,LMNG,63.11,4.09,98,no
6IIA,B,LMNG,63.23,4.09,98,no
6IIA,B,LMNG,63.37,4.03,100,no
6IIA,B,LMNG,63.50,3.97,101,no
6IIA,B,LMNG,63.63,3.91,102,no
6IIA,B,LMNG,63.77,3.86,102,no
6IIA,B,LMNG,63.90,3.81,103,no
6IIA,B,LMNG,64.03,3.77,103,no
6IIA,B,LMNG,64.16,3.69,104,no
6IIA,B,LMNG,64.29,3.62,105,no
6IIA,B,LMNG,64.43,3.55,106,no
6IIA,B,LMNG,64.56,3.48,106,no
6IIA,B,LMNG,64.69,3.40,106,no
6IIA,B,LMNG,64.82,3.33,106,no
6IIA,B,LMNG,64.96,3.25,108,no
